dedo1,dedo2,dedo3,dedo4,dedo5,posicion_mano,movimiento,letra
999,978,999,103,76,-50.31,False,k
601,621,599,616,604,24.74,False,c
31,979,106,44,0,16.84,True,z
982,999,999,80,60,-19.59,True,k
173,399,0,15,23,64.24,False,t
0,585,0,0,10,-39.82,False,x
52,985,974,23,0,51.42,False,r
14,983,994,206,90,55.44,True,v
96,986,972,969,999,72.4,True,ñ
59,972,116,50,0,25.71,True,z
982,999,49,4,0,-56.45,False,g
177,424,0,0,0,65.95,False,t
50,999,974,75,0,89.34,False,r
999,24,21,26,0,64.79,True,a
22,593,0,0,0,3.63,True,x
54,991,0,0,0,-20.63,False,d
990,994,999,128,37,66.88,True,k
999,987,986,20,0,38.53,True,h
999,999,999,82,47,-76.3,False,k
999,983,101,20,0,32.99,False,l
992,22,5,9,0,27.16,False,a
24,984,997,118,17,-83.76,False,u
174,335,366,72,29,81.84,False,n
0,999,999,170,70,80.4,False,v
990,2,5,14,991,19.4,True,y
120,999,999,999,973,46.63,True,ñ
373,395,407,411,401,-40.65,False,o
24,999,101,39,19,26.03,True,z
75,971,999,38,0,34.0,False,r
57,973,976,999,67,-50.78,False,w
999,999,999,42,24,-61.89,False,h
391,375,371,392,413,29.13,True,o
999,981,110,8,0,53.07,False,l
8,0,0,20,998,-89.4,True,j
18,999,985,193,90,-27.86,False,v
612,629,606,602,577,48.6,False,c
18,59,51,53,47,-41.64,False,e
24,72,92,95,106,11.76,True,s
65,999,995,46,0,-26.03,False,r
0,625,24,0,23,-32.13,False,x
975,999,583,0,0,-17.46,True,p
425,405,389,373,423,55.08,False,o
13,16,26,29,998,-14.8,False,j
0,57,31,43,47,-29.58,False,e
974,993,582,22,3,-77.73,False,p
980,999,999,67,0,52.22,True,h
185,372,14,0,0,-40.16,False,t
7,999,988,999,999,-71.74,False,b
405,429,408,379,394,-72.8,False,o
76,999,999,989,999,-11.25,True,ñ
978,22,13,16,999,33.85,False,y
39,992,119,41,0,-0.2,True,z
0,572,0,5,0,23.92,False,x
984,0,0,7,979,41.49,False,y
0,0,0,73,999,59.52,False,j
142,366,350,330,29,-76.77,False,m
628,620,591,624,591,-46.08,False,c
209,407,2,0,0,-83.99,False,t
178,344,376,347,21,64.44,False,m
999,999,69,0,22,41.56,False,g
373,382,418,429,371,30.53,False,o
386,404,403,392,399,-29.96,False,o
74,999,986,71,18,17.68,False,r
77,999,999,23,25,18.63,False,r
9,0,14,0,999,-50.76,False,i
9,4,23,3,999,29.46,False,i
979,999,999,93,79,-22.92,False,k
47,973,16,18,0,63.98,True,d
997,979,121,1,0,49.11,True,l
999,999,52,22,0,-49.44,False,g
128,322,340,45,0,3.43,False,n
180,348,373,334,52,61.28,False,m
120,374,374,45,12,32.98,True,n
999,89,992,973,999,21.75,False,f
627,572,609,615,593,-52.39,False,c
90,976,999,984,999,-15.4,True,ñ
0,20,72,73,73,-20.84,True,e
0,999,984,999,977,-32.26,True,b
616,591,592,571,596,-36.85,False,c
0,999,980,75,0,73.33,True,u
999,999,606,21,30,-26.24,False,p
999,981,999,114,44,77.42,False,k
999,0,0,4,993,42.52,False,y
19,47,47,56,60,-43.21,False,e
621,585,582,619,629,38.63,False,c
969,74,999,980,994,70.96,True,f
986,97,999,999,990,-74.03,False,f
998,6,0,8,14,7.17,False,a
154,327,365,33,0,46.68,False,n
981,999,21,0,0,-65.01,False,g
988,999,999,119,23,-35.83,False,k
53,999,999,39,0,46.13,False,r
995,996,591,0,0,42.05,False,p
0,73,36,28,52,-15.98,True,e
422,421,415,396,398,54.54,False,o
980,976,589,0,0,-21.15,False,p
0,74,75,52,73,55.9,False,e
999,999,598,21,5,4.87,False,p
996,29,0,0,16,21.31,False,a
59,999,989,29,7,-59.96,True,r
148,376,358,50,25,2.81,False,n
0,6,7,0,977,-11.5,False,i
619,594,593,582,629,2.04,False,c
78,972,109,22,0,-48.92,False,z
999,989,122,37,6,82.72,False,q
133,321,374,356,24,-77.56,False,m
0,72,42,56,72,80.06,False,e
28,27,6,80,999,-73.91,True,j
998,997,999,64,0,-5.03,False,h
977,999,999,48,0,78.19,False,h
28,999,79,55,6,-22.14,False,z
430,426,394,371,404,17.47,True,o
0,76,30,31,29,81.07,False,e
985,999,87,74,0,-23.01,False,q
23,0,0,25,999,-41.42,False,i
0,999,999,81,23,-11.77,True,u
20,999,116,71,7,-37.71,False,z
979,999,630,0,25,-36.48,False,p
22,999,994,999,974,-46.43,True,b
999,976,79,57,16,-75.21,True,q
44,999,10,0,0,6.18,False,d
0,600,0,24,0,66.05,False,x
4,993,997,986,999,8.77,True,b
0,999,999,187,105,31.13,True,v
400,416,426,424,385,-16.29,False,o
194,428,19,12,0,-10.61,False,t
969,4,6,16,0,62.8,False,a
999,990,123,22,22,16.25,False,l
999,970,107,8,0,34.1,False,l
166,378,326,330,39,9.54,False,m
18,970,969,999,980,10.49,False,b
988,990,80,0,0,81.16,True,l
969,0,24,0,984,49.13,False,y
0,9,0,5,999,39.88,False,i
179,361,333,330,37,-79.14,False,m
0,993,991,193,126,-77.87,True,v
971,999,70,27,29,40.4,False,l
70,74,98,106,89,54.48,False,s
999,0,0,0,0,49.0,False,a
198,378,21,7,19,-70.07,False,t
174,372,374,351,70,-60.9,False,m
588,586,625,588,597,43.93,False,c
607,607,614,620,623,73.1,False,c
74,999,999,999,999,16.28,True,ñ
987,18,0,17,999,83.53,False,y
991,996,620,9,23,88.65,False,p
974,999,67,0,0,-56.42,False,g
0,992,999,96,24,87.09,False,u
24,974,107,41,0,8.43,True,z
999,999,999,59,0,-18.18,False,h
378,395,378,384,379,-58.54,False,o
0,990,980,114,0,27.4,False,u
992,999,999,117,25,-39.0,False,k
994,999,115,3,0,79.97,False,l
391,413,427,405,374,-58.45,False,o
979,999,84,38,0,51.09,False,q
999,94,985,981,988,-4.69,True,f
47,76,104,124,97,51.68,False,s
160,378,322,347,29,-17.41,False,m
999,130,999,999,987,57.92,False,f
0,0,0,16,973,-28.47,False,i
32,977,999,55,0,62.65,True,r
7,586,0,0,19,-5.95,False,x
626,605,614,589,570,-77.23,False,c
74,999,123,37,0,-87.45,False,z
140,338,379,48,0,17.37,False,n
55,993,0,30,26,8.63,False,d
42,984,26,8,14,77.57,False,d
371,418,382,373,395,-68.06,False,o
40,999,5,2,0,26.96,False,d
978,999,127,79,9,-6.93,True,q
585,620,606,591,626,-28.46,True,c
386,391,417,406,384,-48.56,False,o
999,0,27,0,995,13.56,False,y
63,994,73,45,9,79.69,False,z
0,583,3,0,25,23.32,False,x
996,985,100,27,9,22.44,False,q
30,588,28,7,0,32.71,False,x
999,0,16,4,0,-19.61,False,a
999,979,130,0,28,-84.31,False,l
7,992,973,999,999,24.04,False,b
0,999,979,999,999,-46.41,False,b
999,116,999,990,999,2.1,False,f
0,579,5,0,23,-77.08,True,x
0,999,980,204,112,-2.52,False,v
986,978,594,0,0,-3.72,False,p
999,91,999,999,976,15.58,False,f
31,998,999,57,22,51.95,False,r
70,122,88,111,104,-12.66,False,s
978,72,999,999,986,-74.35,False,f
75,83,126,106,127,86.32,True,s
0,999,975,83,0,-35.14,False,u
0,11,5,10,999,-77.91,False,i
142,331,332,344,64,20.83,True,m
63,981,990,62,6,16.26,False,r
982,0,29,26,9,62.02,False,a
999,0,0,13,0,-51.78,False,a
0,971,988,175,96,43.38,False,v
14,3,0,6,979,58.07,True,i
159,340,334,352,54,49.68,False,m
169,342,363,57,0,-67.37,False,n
995,999,119,21,0,22.72,False,l
999,973,70,32,0,60.17,False,q
62,89,87,127,112,-64.94,False,s
9,999,987,181,77,73.37,True,v
0,999,988,218,102,-17.24,False,v
975,978,999,101,53,-28.46,False,k
63,999,98,78,30,79.87,True,z
999,0,19,27,0,-87.13,True,a
11,0,0,0,999,-41.75,False,i
999,2,17,24,0,30.39,False,a
990,979,991,20,15,-47.54,False,h
29,85,85,123,100,-9.05,False,s
0,606,0,9,0,48.41,False,x
114,997,976,999,999,-30.32,True,ñ
38,999,999,38,0,35.17,True,r
986,983,113,0,0,84.27,False,l
59,990,999,992,77,-6.94,False,w
983,999,44,0,2,-19.53,True,g
999,999,972,20,0,65.12,False,h
77,978,23,0,5,-81.85,False,d
128,372,332,50,10,-70.36,False,n
984,0,12,22,999,8.71,False,y
41,990,999,44,0,7.12,False,r
6,12,9,45,999,-17.19,True,j
999,999,59,6,5,89.51,False,g
0,999,991,209,80,14.8,True,v
38,999,999,55,0,-30.93,True,r
979,120,999,999,999,86.48,False,f
615,585,583,581,620,-29.16,False,c
969,979,572,21,0,79.63,True,p
55,999,999,985,54,68.46,False,w
28,0,10,64,994,-82.9,False,j
602,572,587,594,611,78.51,False,c
58,999,999,44,6,-61.19,False,r
999,999,24,0,0,-31.74,True,g
0,19,6,63,999,84.19,False,j
999,970,999,47,18,-17.86,False,h
574,591,598,624,572,-45.41,True,c
64,999,999,977,27,63.71,True,w
28,978,27,13,0,-71.8,False,d
0,80,60,58,20,32.59,False,e
80,983,999,998,61,72.01,True,w
4,28,8,65,999,-80.52,False,j
999,971,999,29,0,71.54,False,h
999,21,0,0,12,50.34,False,a
129,999,974,999,999,85.15,False,ñ
163,378,380,339,69,87.6,True,m
22,608,0,0,10,-50.53,False,x
53,998,986,38,0,-85.87,False,r
0,0,0,36,991,10.05,True,j
18,999,999,183,104,-9.46,True,v
42,997,12,0,0,84.36,False,d
992,993,975,71,0,-83.9,True,h
190,384,0,21,0,-44.01,False,t
400,376,425,418,411,-56.66,True,o
22,999,999,83,5,66.82,False,u
18,16,0,35,992,46.51,True,j
999,999,999,120,50,58.65,False,k
73,991,999,988,983,8.01,False,ñ
0,47,36,24,50,44.98,False,e
177,406,1,29,17,-62.62,True,t
65,975,991,63,1,-58.06,False,r
999,23,23,0,999,-74.64,False,y
229,413,26,0,0,57.89,False,t
168,349,340,350,77,43.69,False,m
28,14,12,3,977,48.76,False,i
230,410,9,27,0,48.96,True,t
999,996,997,78,22,82.02,False,k
976,999,973,117,45,5.87,False,k
8,999,999,208,82,31.58,False,v
5,987,994,971,987,-27.24,True,b
979,999,94,2,29,50.37,False,l
179,343,369,368,70,14.16,False,m
73,999,994,56,7,-15.73,False,r
0,0,14,0,994,-17.21,False,i
999,999,49,0,18,63.13,False,g
111,978,999,999,999,50.51,False,ñ
58,989,976,996,24,-4.4,False,w
51,999,0,18,24,45.16,False,d
0,975,971,985,999,7.66,False,b
0,999,999,115,7,-49.19,False,u
413,396,401,390,377,68.41,False,o
31,999,15,0,30,-73.0,True,d
999,983,90,29,0,-65.32,False,q
998,0,0,0,987,24.18,False,y
189,403,0,0,4,-56.27,False,t
93,995,999,999,999,34.85,False,ñ
999,88,999,999,999,-24.65,False,f
986,985,992,72,51,-6.59,True,k
418,404,413,403,402,-50.99,False,o
999,999,93,54,0,-83.6,True,q
106,995,999,997,971,71.04,True,ñ
8,45,77,53,73,49.02,False,e
14,32,69,47,77,43.38,True,e
0,999,991,199,114,59.33,False,v
29,571,0,0,0,30.03,False,x
974,970,39,0,0,65.79,False,g
38,994,999,999,63,45.83,False,w
29,984,994,999,999,2.99,False,b
55,75,110,123,115,19.84,True,s
118,991,999,999,999,-13.46,False,ñ
66,998,70,62,8,50.64,False,z
999,970,999,82,65,-31.24,False,k
999,999,102,0,2,-74.18,False,l
999,16,20,0,999,71.74,False,y
0,41,78,46,68,60.9,False,e
139,356,323,347,63,48.19,False,m
1,66,68,30,40,44.92,False,e
169,337,336,45,0,65.63,False,n
20,22,5,20,994,-77.72,True,i
986,999,970,83,32,1.34,True,k
999,0,0,0,20,37.23,True,a
999,76,971,999,991,2.1,False,f
38,997,978,999,37,24.64,False,w
985,999,999,114,51,2.89,False,k
154,325,356,72,28,-33.09,False,n
51,996,91,60,0,-49.43,False,z
999,9,0,0,0,-52.57,True,a
164,330,320,43,23,26.83,False,n
140,334,320,31,27,-18.69,False,n
981,999,999,116,44,16.73,True,k
981,998,102,0,21,-25.6,True,l
973,0,24,0,8,-82.72,False,a
8,977,999,129,0,71.79,False,u
976,118,999,999,999,-52.32,True,f
0,971,999,999,999,89.59,False,b
999,126,985,999,990,-31.05,True,f
6,23,0,0,999,-31.68,False,i
0,3,0,26,999,-78.3,True,j
30,999,972,999,20,14.48,False,w
163,378,362,64,0,-54.76,True,n
32,999,999,990,72,60.06,False,w
7,3,0,38,999,-73.52,True,j
4,979,999,119,0,3.86,False,u
999,103,986,998,983,-11.25,True,f
0,76,79,68,44,66.35,True,e
399,426,424,385,381,-27.44,True,o
180,425,0,0,0,-38.32,False,t
999,993,86,0,22,-62.34,False,l
395,396,406,373,419,41.75,False,o
13,0,24,54,999,88.26,False,j
31,993,21,28,0,45.43,True,d
95,999,987,999,999,-12.58,False,ñ
999,129,999,986,999,-26.25,False,f
980,976,77,19,0,54.31,False,l
999,999,117,79,0,-4.32,False,q
23,999,984,999,999,-58.33,False,b
34,117,76,90,111,59.02,True,s
994,999,999,73,0,75.75,False,h
0,20,17,27,999,-14.08,True,j
999,29,29,14,10,-36.67,False,a
7,72,25,77,63,86.02,False,e
999,985,999,100,53,24.12,False,k
0,12,15,0,994,4.62,False,i
49,123,114,75,86,77.33,False,s
988,986,598,29,0,-89.94,False,p
20,999,974,128,0,10.88,False,u
999,972,594,0,0,-75.61,False,p
47,999,112,40,0,55.45,True,z
969,994,33,7,6,1.1,False,g
77,999,0,0,27,-10.52,False,d
61,999,999,44,0,43.62,False,r
18,627,0,0,0,-40.29,False,x
999,982,129,77,0,-60.54,False,q
50,978,27,0,27,0.19,True,d
994,999,78,25,28,87.57,False,g
999,999,971,125,25,54.14,False,k
16,983,999,88,0,-60.33,False,u
173,397,7,27,0,28.1,True,t
192,417,0,0,0,55.12,False,t
48,976,113,64,12,31.38,True,z
0,999,992,101,0,-85.47,False,u
0,610,0,18,0,-71.51,False,x
58,108,119,104,70,50.44,True,s
999,0,18,0,28,-18.03,False,a
108,999,996,999,999,-24.42,False,ñ
0,984,997,971,988,-31.33,False,b
971,0,0,13,999,-18.88,False,y
997,73,978,999,985,-1.42,False,f
24,999,999,88,16,-9.03,False,u
992,71,999,994,982,-63.41,False,f
999,0,16,22,0,-25.78,False,a
37,989,981,40,0,44.67,True,r
0,999,969,979,996,42.34,False,b
104,999,999,999,995,-40.4,True,ñ
46,999,999,34,20,-62.88,False,r
67,120,130,108,91,-37.69,False,s
990,973,124,21,0,-14.66,False,q
0,4,13,79,999,-76.15,False,j
58,78,95,85,74,-56.79,False,s
994,999,999,71,0,65.43,False,h
983,0,0,11,29,-70.58,True,a
15,987,979,182,115,-60.26,False,v
387,372,411,423,430,39.17,False,o
138,374,365,355,64,-57.22,False,m
999,999,997,62,0,-50.38,False,h
18,999,999,999,980,-44.68,False,b
59,970,124,27,17,-72.83,False,z
177,373,380,331,22,22.13,False,m
980,999,601,0,0,78.56,False,p
114,978,999,977,999,-18.39,False,ñ
0,586,18,2,1,-46.73,False,x
185,403,0,4,9,-89.31,False,t
977,985,28,0,0,-5.12,False,g
30,600,24,0,19,-4.17,False,x
999,0,27,0,994,11.63,False,y
999,978,90,55,0,-4.62,False,q
76,999,971,988,988,45.77,False,ñ
43,999,999,981,66,57.02,False,w
96,999,999,969,999,2.29,True,ñ
993,72,999,971,995,30.16,False,f
178,416,0,17,15,5.95,False,t
999,92,983,999,989,25.09,False,f
36,999,80,32,19,63.68,False,z
13,999,999,172,72,64.36,False,v
0,999,988,106,0,-2.09,False,u
28,975,0,0,0,81.11,False,d
999,970,975,37,0,42.75,False,h
66,109,107,129,128,-7.34,False,s
77,999,19,14,0,67.94,False,d
404,377,385,411,405,39.17,False,o
141,338,353,33,30,21.12,False,n
46,999,0,0,0,-74.73,True,d
17,984,971,988,992,-17.19,False,b
998,99,999,999,985,-65.88,False,f
125,328,352,60,0,66.74,False,n
53,983,101,80,27,32.33,False,z
998,999,46,5,0,-62.7,True,g
25,999,999,999,57,4.04,False,w
0,999,972,124,0,-66.3,False,u
975,0,0,8,0,80.8,False,a
0,999,999,225,97,-12.5,False,v
28,999,999,999,992,36.54,False,b
999,999,613,0,26,30.88,True,p
1,0,19,20,985,-41.64,False,i
999,999,999,128,61,2.74,False,k
25,999,999,130,5,-72.62,False,u
178,381,0,15,24,84.08,False,t
999,0,0,0,975,-67.37,True,y
27,15,0,29,999,42.85,False,i
0,8,25,65,992,-5.87,False,j
124,353,367,56,0,6.05,False,n
999,119,980,969,999,84.24,False,f
0,999,999,187,106,-68.22,False,v
999,0,12,0,977,61.69,False,y
40,99,93,113,111,-39.21,False,s
999,981,118,60,0,28.56,False,q
0,70,64,32,23,-48.84,False,e
0,38,36,40,33,-53.09,False,e
225,395,2,0,4,-64.45,False,t
53,999,97,32,0,-79.25,True,z
28,988,999,94,9,43.18,False,u
998,986,115,16,0,39.94,True,l
970,995,571,4,0,82.32,False,p
999,983,998,106,48,51.99,False,k
974,999,68,0,25,40.12,False,g
0,29,45,38,58,-11.8,False,e
7,572,28,0,0,84.88,False,x
3,60,54,20,40,-79.85,False,e
62,999,122,35,0,84.07,False,z
977,999,31,4,4,76.76,True,g
0,27,0,33,983,35.54,False,j
14,0,25,49,999,-36.66,False,j
168,331,346,27,0,34.11,False,n
29,50,38,80,63,10.51,False,e
998,999,43,24,0,-75.56,True,g
982,999,70,30,7,7.16,False,g
418,380,408,393,429,57.37,False,o
0,0,0,0,999,-52.58,False,i
134,362,367,42,0,44.44,False,n
999,0,5,0,983,79.74,False,y
0,79,56,55,54,35.17,False,e
167,324,360,45,0,-61.33,False,n
45,999,119,24,0,23.57,False,z
0,999,999,70,26,-30.36,False,u
999,4,0,26,999,-69.93,False,y
999,976,999,68,0,-22.6,False,h
981,6,7,0,970,-86.52,True,y
10,999,999,91,10,88.03,False,u
999,0,5,27,999,-18.42,False,y
30,999,996,973,36,32.54,False,w
0,999,989,120,7,16.51,False,u
156,366,356,331,56,50.72,False,m
86,986,999,999,997,11.53,False,ñ
999,999,125,40,4,30.86,False,q
16,0,0,4,999,-80.74,False,i
80,999,999,999,56,-4.68,False,w
378,377,402,428,375,-26.1,False,o
988,989,109,77,0,-36.62,False,q
38,999,16,0,22,-73.49,False,d
999,999,975,20,1,-77.93,False,h
0,629,3,8,0,54.63,False,x
0,999,991,91,17,37.38,False,u
153,355,325,358,61,88.58,True,m
991,999,999,75,0,-27.11,False,h
0,999,996,227,74,-89.72,False,v
999,995,999,129,26,68.69,True,k
151,368,354,63,7,-76.82,False,n
992,13,0,0,972,36.46,False,y
974,977,108,0,1,-36.21,False,l
6,0,7,27,980,-52.84,False,i
0,991,999,75,0,-44.21,False,u
15,999,976,212,89,-70.56,False,v
0,28,11,58,985,27.03,True,j
155,367,349,342,61,-47.24,False,m
160,320,324,339,27,21.09,False,m
977,999,977,29,21,51.8,True,h
91,999,999,999,999,81.08,False,ñ
69,973,998,999,43,0.98,True,w
973,987,603,0,0,-79.53,False,p
976,979,82,0,0,-6.37,False,l
999,999,129,53,0,-82.13,False,q
22,999,980,230,117,-36.59,False,v
93,992,999,972,971,2.82,True,ñ
52,991,94,75,0,-52.72,True,z
981,0,6,0,999,63.06,False,y
22,999,977,130,0,30.46,True,u
0,591,12,0,23,4.9,True,x
20,983,999,208,71,30.34,False,v
47,999,75,60,0,24.58,True,z
34,87,101,125,80,83.41,False,s
197,410,5,6,0,-33.78,False,t
581,622,570,627,627,-61.84,False,c
26,16,6,0,999,27.49,False,i
970,82,999,999,999,-28.52,False,f
77,999,980,36,0,-53.55,False,r
6,999,999,999,999,-46.06,False,b
46,84,75,116,83,44.5,False,s
999,91,982,994,996,-23.6,False,f
24,977,999,207,127,16.25,False,v
25,599,26,0,16,88.3,False,x
70,999,985,999,72,86.53,False,w
30,999,123,52,19,-35.65,True,z
75,973,14,0,0,-77.3,False,d
80,130,103,97,127,7.66,False,s
19,0,0,0,969,9.31,False,i
211,421,4,0,8,28.22,False,t
999,999,607,0,14,-21.49,True,p
32,75,113,78,114,63.56,False,s
1,619,0,19,0,-47.76,True,x
999,999,34,16,0,-0.82,False,g
169,343,378,62,3,-31.84,False,n
151,357,324,66,0,-44.04,False,n
37,996,999,999,66,13.24,True,w
986,993,999,66,9,66.98,False,h
999,0,2,0,27,4.46,False,a
18,999,988,187,87,-69.39,False,v
991,0,0,12,981,-57.09,False,y
0,977,999,125,21,-35.77,False,u
29,74,105,75,95,-75.49,False,s
60,999,999,980,25,-63.22,False,w
80,999,12,6,0,-20.5,False,d
171,394,25,0,0,-39.16,True,t
125,353,337,32,10,-32.9,False,n
972,982,110,60,0,5.45,False,q
0,999,999,999,999,-20.39,False,b
0,979,999,999,996,-25.87,False,b
987,999,33,0,0,-33.08,False,g
27,47,55,45,27,-26.4,True,e
999,8,18,21,30,1.54,True,a
0,628,0,0,0,-17.74,True,x
999,989,999,26,0,82.99,True,h
999,969,71,79,17,-44.16,False,q
160,373,379,380,66,16.73,False,m
28,24,0,32,986,79.03,True,j
155,330,370,34,0,78.2,False,n
77,999,989,999,63,-47.69,False,w
168,370,333,31,11,-18.47,False,n
181,397,0,0,17,38.16,False,t
999,999,127,24,0,28.85,False,q
30,25,37,70,24,20.41,False,e
596,603,590,599,602,13.84,False,c
999,970,629,0,0,-20.44,False,p
0,986,999,223,78,20.26,False,v
14,80,66,40,35,4.99,False,e
80,999,999,973,999,82.14,True,ñ
22,969,972,59,4,-17.73,False,r
604,618,586,613,597,-5.41,False,c
978,5,0,0,17,-31.22,False,a
999,99,999,999,999,35.58,False,f
6,999,999,969,987,32.53,False,b
999,983,86,79,0,3.31,False,q
158,344,339,321,58,-60.57,False,m
999,970,34,0,0,-4.21,False,g
999,999,980,45,0,-64.96,False,h
1,999,999,977,999,-27.14,False,b
999,999,89,0,0,-40.64,False,l
0,574,13,26,0,77.56,False,x
0,0,18,76,992,-67.6,False,j
0,600,7,0,4,8.84,False,x
13,4,21,27,990,50.36,False,i
992,999,599,0,0,-64.57,False,p
999,982,605,2,0,-42.64,False,p
105,999,984,999,990,-19.22,False,ñ
22,0,0,9,985,-15.7,True,i
999,993,37,9,0,-10.96,False,g
999,85,976,972,999,35.37,False,f
23,119,102,96,76,-74.44,False,s
996,10,4,16,999,-52.4,False,y
152,320,338,50,0,58.83,False,n
0,629,0,14,1,-76.98,False,x
972,972,608,9,0,-48.12,False,p
56,977,0,4,18,41.7,False,d
25,103,70,79,90,-64.63,False,s
128,356,339,345,48,25.2,False,m
989,8,27,0,0,-79.54,True,a
78,999,88,30,0,56.0,False,z
60,102,119,122,73,-14.76,False,s
613,613,574,608,573,61.56,False,c
999,974,25,0,0,41.5,False,g
10,971,999,974,976,6.14,False,b
999,998,89,40,13,-54.46,False,q
382,424,391,423,390,69.16,False,o
999,999,585,0,7,-61.33,False,p
125,337,338,341,56,89.34,False,m
71,973,0,0,0,47.41,False,d
